label,text,text1,text2
75,christina aguilera wrong lyric usa national anthem superbowl,['christina s wrong for usa national charity superbowl'],['christina graham wrong lyric usa national lyric chorus']
22,judge rule health law law mandatory insurance hcr ppaca aca,['judge rule health / medical & insurance hcr ppaca aca'],['judge rule health law and mandatory insurance hcr protection system']
26,employment gaining speed jobless rate washington reuters employment shifted higher,['employment rate speed jobless ex washington reuters now shifted higher'],['employment gaining versus jobless opportunities washington reuters has shifted higher']
88,king speech boardwalk empire score sag award big weekend king spe,['king speech to empire - sag award big weekend king recognition'],['king speech boardwalk era score sag 2012 big weekend out spe']
44,time journalist obama press secretary news,"['time, obama press and news']",['time journalist obama press chief assistant']
104,hey dont text drive sake ur life sake love yall,['hey god text drive sake and whats sake love yall'],['hey do ya drive sake sake life sake love yall']
97,financial aid pry money cold stingy finger financial aid office appeal fafsa finan,['financial aid and the cold stingy finger financial crime | appeal fafsa finan'],['financial aid pry eyes cold steel finger financial adviser final appeal fafsa finan']
37,brain fluid buildup delay giffords rehab rep gabrielle giffords transferred houston brain,['brain fluid buildup delay makes rehab rep gabrielle of recovery houston man'],['sexual fluid buildup in giffords rehab of gabrielle giffords transferred houston brain']
21,il supreme court imposed stay political execution rahm emanuel ballot,['il supreme court imposed stay in participation in emanuel ballot'],['il supreme court granted stay in execution against emanuel ballot']
21,rahm stay chi mayoral ballot dbl standard city residency rule public worker nytimes,['rahm stay at ur ballot lo sh city residency rule public worker nytimes'],['rahm yan chi name ballot dbl standard city residency rule table records nytimes']
20,well lunch lawsuit taco bell claim meat mixture beef,['well lunch at taco bell claim meat = beef'],['well lunch bar taco of claim meat mixture beef']
64,red light camera save life budget star ledger editorial board star ledger file photored ligh,['red light camera save life budget funds put on board star ledger file photored l'],['red light system save life budget star ledger message board star world file of ligh']
87,recipe roast chicken warm lemon herb potato salad recipe day,['recipe roast chicken and spicy herb potato salad recipe »'],['cooked roast chicken warm lemon herb potato salad recipe for']
92,winning large stock market winning large stock market individual trading stock,['winning large stock markets any large stock market a trading stock'],['winning large stock competition winning large fish market and trading stock']
60,fishing exclusive popular sporting wft newssimple sharp sp,['fishing exclusive popular sporting wft has new options'],['plus exclusive popular channels wft newssimple tv sp']
96,penn badgley snowboarding sundance penn badgley snowboard burton snowboard park city mountai,['penn diagram snowboarding john dan badgley snowboard burton valley john city mountai'],['park badgley snowboarding sundance river badgley snowboard burton snowboard ice city lake']
60,blog post tunkwa leighton lake ice fishing report,['blog / tunkwa le lake ice fishing reviews'],['blog post tunkwa portage lake northwest fishing report']
88,yesterday brilliant deserves oscar gold hooper top dga prize king speech abc,['yesterday brilliant david oscar john hooper top dga prize for speech 2013'],['yesterday larry deserves oscar gold hooper top of larry king speech abc']
13,breaking news oprah winfrey reveals secret sister filed oprah winfrey,['breaking news oprah winfrey to baby sister secret oprah winfrey'],['radio news guy winfrey reveals secret sister filed oprah ।']
87,twitter tweet perennial plant january bloomnflower recipe recipe,['twitter tweet perennial plant january 2010 Facebook feed'],['twitter tweet perennial festival january bloomnflower web website']
110,suu kyi party urge west maintain myanmar sanction reuters reuters party myanmar pro,['suu kyi party urge FG maintain myanmar gas key reuters for myanmar pro'],['khan kyi party burma west maintain myanmar sanction ruling communist party myanmar pro']
99,youtube video chevrolet camaro superbowl commercial al chevrolet hd,['youtube ad for camaro superbowl commercial al che car'],['tv youtube commercial camaro superbowl commercial al chevrolet hd']
36,bbc news domodedovo airport blast rock moscow main airport breakingnews moscow,['bbc news on airport demolition rock moscow main site breakingnews alerts'],['bbc news domodedovo airport free zone moscow main road capital moscow']
74,swift debt relief valuable tip debt consolidation consider,['swift monetary relief valuable in debt consolidation consider'],['swift debt relief valuable time money consolidation consider']
99,watched pugattack hilarious superbowl commercial check vote attack,['watched a hilarious superbowl commercial check vote -'],['miss pugattack in superbowl commercial check steam attack']
99,doritos son funny as superbowl commercial wack,['doritos = funny as possible fly wack'],['doritos tv funny movie superbowl commercial as']
66,egypt crack foreign journalist guardian jan,['egypt crack foreign journalist demand letter'],['egypt crack foreign press 2008 jan']
99,youtube mercedes benz super bowl commercial,['youtube mercedes benz super bowl integration'],['2006 mercedes texas super bowl commercial']
95,facebook privacy setting user,['facebook social setting user'],['facebook privacy page user']
